id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
9086,Ichérak irir tö i' ichóqk e' kèq ie'pa mìxnẽ káx wéxrö .,Dijeron que todavía no podía ir a ningún lado,XNLI-AMNL2020-Dev-214-H,Ichérak irir tö i' ichö́k e' kë̀ ie'pa mì̱ne̱ ká̱ wé̱rö .,
9087,Ie'pa iche ĩã tö i káxwöta kapóqk wéqm e' tã .,Le dijeron que tenía que dormir con el hombre .,XNLI-AMNL2020-Dev-215-H,Ie'pa iche i̱a̱ tö i ká̱wöta kapö́k wë́m e' ta̱ .,
9088,Ie'pa iche ĩã tö buyú wéqm e' tã .,Le dijeron que se fuera con el hombre .,XNLI-AMNL2020-Dev-216-H,Ie'pa iche i̱a̱ tö buyú wë́m e' ta̱ .,
9089,Tã sa' yéq dör kéxkkrâ sa' ã iche tö kèq skáxwöta ichóqk tö sö íyiwak .,Y nuestro padre siempre nos dijo que no hay que decir que son animales .,XNLI-AMNL2020-Dev-217-P,Ta̱ sa' yë́ dör ké̱kkrâ sa' a̱ iche tö kë̀ ská̱wöta ichö́k tö sö íyiwak .,
9090,Sa' yéq iche tö kèq i kiardak íyiwak .,Nuestro padre dijo que no los llamaran animales .,XNLI-AMNL2020-Dev-218-H,Sa' yë́ iche tö kë̀ i kiardak íyiwak .,
9091,Sa' yéq dör iche tö irir íyiwak .,Nuestro padre dijo que eran animales .,XNLI-AMNL2020-Dev-219-H,Sa' yë́ dör iche tö irir íyiwak .,
9092,"Sa' yéq dör iche tö irir se' ie , kèq íyiwak .","Nuestro padre dijo que eran criaturas , no animales .",XNLI-AMNL2020-Dev-220-H,"Sa' yë́ dör iche tö irir se' ie , kë̀ íyiwak .",
9093,Kèq i dë wèxs tö be' kèq éxn ã íyi i' àxnẽ yéqs .,No me importa si no sabes nada de esto .,XNLI-AMNL2020-Dev-221-P,Kë̀ i dë wè̱s tö be' kë̀ é̱n a̱ íyi i' à̱ne̱ yë́s .,
9094,Ye' éxn ã ĩàxnã tö be' pautã íyi i' kĩ .,Sé que no estás obsesionado con esto .,XNLI-AMNL2020-Dev-222-H,Ye' é̱n a̱ i̱à̱na̱ tö be' pauta̱ íyi i' ki̱ .,
9095,Ye' iklòqwẽ tö be' káxwöta ujtè mãnêxũk tã iklòqũk bua' ichóqk e' dör i' ët icha !,Creo que deberías cambiar de opinión e interesarte mucho más en esto !,XNLI-AMNL2020-Dev-223-H,Ye' iklö̀we̱ tö be' ká̱wöta ujtè ma̱nê̱u̱k ta̱ iklö̀u̱k bua' ichö́k e' dör i' ët icha !,
9096,Aû kèq ye' tkînẽ i ki tö be' kèq éxn ã ujtè i' ët ĩàxnẽ .,No me preocupa si no sabes nada al respecto .,XNLI-AMNL2020-Dev-224-H,Aû kë̀ ye' tchîne̱ i ki tö be' kë̀ é̱n a̱ ujtè i' ët i̱à̱ne̱ .,
9097,Wóqsũk kèq yè wòqã i wéqnẽ tö yö i kíxtsë tö ye' dör i yawèka .,Incluso no veo cómo podía haber esperado que yo lo hubiera hecho .,XNLI-AMNL2020-Dev-225-P,Wö́su̱k kë̀ yè wö̀a̱ i wë́ne̱ tö yö i kí̱tsë tö ye' dör i yawèka .,
9098,Aû kèq ye' éxn ã ĩàxnẽ tö ì kũéxkĩ i pánẽ irir tö ye' dör idióqköl yawèka îxñẽ .,No entiendo por qué esperaba que yo terminara el dibujo hoy,XNLI-AMNL2020-Dev-226-H,Aû kë̀ ye' é̱n a̱ i̱à̱ne̱ tö ì ku̱e̱k i páne̱ irir tö ye' dör idiö́köl yawèka î̱ñe̱ .,
9099,Aû kèq ye' éxn ã ĩàxnẽ tö ì kũéxkĩ ie' dör i bikeitse tö ye' dör ĩèxwèxwamĩ .,No entiendo por qué él pensó que yo lo terminaría .,XNLI-AMNL2020-Dev-227-H,Aû kë̀ ye' é̱n a̱ i̱à̱ne̱ tö ì ku̱e̱k ie' dör i bikeitse tö ye' dör i̱è̱wè̱wami̱ .,
9100,Ye' éxn ã ĩàxnã tö kèq ĩènukwa nãñéxwe i' ã .,Sé que sabía que no terminaría esto esta noche .,XNLI-AMNL2020-Dev-228-H,Ye' é̱n a̱ i̱à̱na̱ tö kë̀ i̱ènukwa na̱ñé̱we i' a̱ .,
9101,"Yéqs kèq ye' wã i sùxnẽ , erë tã kèq ye' éxn ã ĩàxnẽ tö ì kũéxkĩ , e' wa tö múx irir ì kiànã se' kĩ che wã i ujchẽnã tö ì yawèke be' dör ö ì irir mã ãñìxes .","Nunca vi , y todavía no sé por qué , a menos que fuera solo por expresar la necesidad de saber lo que estabas haciendo y lo que fuera .",XNLI-AMNL2020-Dev-229-P,"Yë́s kë̀ ye' wa̱ i sù̱ne̱ , êrë ta̱ kë̀ ye' é̱n a̱ i̱à̱ne̱ tö ì ku̱e̱k , e' wa tö mú̱ irir ì kiàna̱ se' ki̱ che wa̱ i ujche̱na̱ tö ì yawèke be' dör ö ì irir ma̱ a̱ñì̱es .",
9102,Aû kèq ye' wã i sùxnẽ .,No lo vi .,XNLI-AMNL2020-Dev-230-H,Aû kë̀ ye' wa̱ i sù̱ne̱ .,
9103,Aû kèq ye' i sùxnẽ tö ì yawóqk se' tso' lunes .,No vi lo que la persona estaba haciendo el lunes .,XNLI-AMNL2020-Dev-231-H,Aû kë̀ ye' i sù̱ne̱ tö ì yawö́k se' tso' lunes .,
9104,Yö i súx séxjka !,Vi todo !,XNLI-AMNL2020-Dev-232-H,Yö i sú̱ sé̱jka !,
9105,"Irir ujtè wéxse alê ichàki , yö ĩùxtë' tã ye' ã icherak irir : be' dalì shtóqka tã be' yú bét wéx wânãmã tã be' mìxnẽ shkóqk míxk be' déqka Washington e' tã .","Hicieron algunas preguntas , las contesté y me dijeron : Recoge tu equipaje y vete de inmediato a la dirección a la que se suponía que ibas a ir cuando llegaste a Washington .",XNLI-AMNL2020-Dev-233-P,"Irir ujtè wé̱se alê ichàki , yö i̱ù̱të' ta̱ ye' a̱ icherak irir : be' dalì shtö́ka ta̱ be' yú bét wé̱ wâna̱ma̱ ta̱ be' mì̱ne̱ shkö́k mí̱k be' dë́ka Washington e' ta̱ .",
9106,Ye' ã icherak irir tö be' ẽ' tsúxãt ù ã .,Me dijeron que debería quedarme en casa .,XNLI-AMNL2020-Dev-234-H,Ye' a̱ icherak irir tö be' e̱' tsú̱a̱t ù a̱ .,
9107,Ye' ã icherak irir tö be' dalì klòqũ .,Me dijeron que tomara mis maletas .,XNLI-AMNL2020-Dev-235-H,Ye' a̱ icherak irir tö be' dalì klö̀u̱ .,
9108,Ye' ã icherak irir tö be' dalì ét sarûrû klòqũ .,Me dijeron que recogiera una maleta blanca .,XNLI-AMNL2020-Dev-236-H,Ye' a̱ icherak irir tö be' dalì ét sarûrû klö̀u̱ .,
9109,"Sa' dör i tòq kúxwã tö irir aeronave U2 , erë kèq sa' ulà dë' iska , kèq sa' ã ì yèqnẽ tö ì irir ; yéqs sa' màxso , alátsitsi ö kèq yì ã .","Descubrimos que era una aeronave U2 , pero no pudimos , no podíamos decir nada sobre lo que era ; nada a nuestras esposas , niños , o a nadie .",XNLI-AMNL2020-Dev-237-P,"Sa' dör i tö̀ kú̱wa̱ tö irir aeronave U2 , êrë kë̀ sa' ulà dë' iska , kë̀ sa' a̱ ì yë̀ne̱ tö ì irir ; yë́s sa' mà̱so , alátsitsi ö kë̀ yì a̱ .",
9110,Aû kèq sa' wã i yèqnẽ yì ã tö U2 e' détsa íxski .,No pudimos decirle a nadie que el U2 había aterrizado .,XNLI-AMNL2020-Dev-238-H,Aû kë̀ sa' wa̱ i yë̀ne̱ yì a̱ tö U2 e' détsa í̱ski .,
9111,Sa' dör kòxs íyi íjkë yéqka sulìtãnẽ ã káx wâñẽ .,Le dijimos a todo el mundo todo acerca del asunto .,XNLI-AMNL2020-Dev-239-H,Sa' dör kò̱s íyi íjkë yë́ka sulìta̱ne̱ a̱ ká̱ wâñe̱ .,
9112,Aû kèq sa' ã káxwö ãmèxnẽ ujtó ie songjBu . 7 bre U2 ã .,No se nos permitió hablar sobre el U2 .,XNLI-AMNL2020-Dev-240-H,Aû kë̀ sa' a̱ ká̱wö a̱mè̱ne̱ ujtó ie songjBu . 7 bre U2 a̱ .,
9113,"Tóq , be' ulà kùxnũpa tso' éqmẽ émã irir wèxs datsi' wòqtëtkër e's , émã be'ulà i wà chòqmĩ skéxtökicha , tóq ye' ã sĩwã' dör ye' klòqwèxmĩ .","Si , si tu mano estuviera expuesta fuera del traje de presión , tus manos tendrían cinco veces el tamaño , si sufrieras una descompresión .",XNLI-AMNL2020-Dev-241-P,"Tö́ , be' ulà kù̱nu̱pa tso' ë́me̱ éma̱ irir wè̱s datsi' wö̀tëtchër ês , éma̱ be'ulà i wà chö̀mi̱ ské̱tökicha , tö́ ye' a̱ si̱wa̱' dör ye' klö̀wè̱mi̱ .",
9114,Aû kèq be' ajkuòqlit mãnèxrpa .,No habrá cambios en tu piel .,XNLI-AMNL2020-Dev-242-H,Aû kë̀ be' ajkuö̀lit ma̱nè̱rpa .,
9115,Be' ulà õ' e' mãnéxrmĩtsã míxk múx be' ẽ' yétsã káx áie ã e' tã .,Tu mano podría cambiar de tamaño si saliese fuera del traje .,XNLI-AMNL2020-Dev-243-H,Be' ulà o̱' e' ma̱né̱rmi̱tsa̱ mí̱k mú̱ be' e̱' yétsa̱ ká̱ áie a̱ e' ta̱ .,
9116,Be' ulà talárkamĩ tãîxë múx be' tso' si'wö ã e' tã be'múx tso' datsi' ã káx áie .,tu mano crecería muchísimo si estuvieras en la luna y la mantuvieras fuera del traje .,XNLI-AMNL2020-Dev-244-H,Be' ulà talárkami̱ ta̱î̱ë mú̱ be' tso' si'wö a̱ e' ta̱ be'mú̱ tso' datsi' a̱ ká̱ áie .,
9117,Ì alê ujté kũéxkĩ kèq ie' wã be' ã i yèqnẽ ?,Hay alguna razón por la que ella no te lo dijo ?,XNLI-AMNL2020-Dev-245-P,Ì alê ujté ku̱e̱k kë̀ ie' wa̱ be' a̱ i yë̀ne̱ ?,
9118,Ye' éxn ã ĩãnã tö kèq ì tã e' kũéxkĩ ie' kèq wã be' ã i yèqnẽ .,Sé que no hay razón para que ella no te lo diga .,XNLI-AMNL2020-Dev-246-H,Ye' é̱n a̱ i̱a̱na̱ tö kë̀ ì ta̱ e' ku̱e̱k ie' kë̀ wa̱ be' a̱ i yë̀ne̱ .,
9119,Ì kũéxkĩ kèq ie' dör be' ã ichèpaka ?,Por qué razón ella no te lo contaría ?,XNLI-AMNL2020-Dev-247-H,Ì ku̱e̱k kë̀ ie' dör be' a̱ ichèpaka ?,
9120,Ì kũéxkĩ ie' kèq ujtöpa be' tã i aláala ujté wâ ?,Por qué no te hablaría ella sobre el bebé ?,XNLI-AMNL2020-Dev-248-H,Ì ku̱e̱k ie' kë̀ ujtöpa be' ta̱ i aláala ujté wâ ?,
9121,"Yö i tkewãmĩ Nueva York i yàmĩpa wèxs alê e' pàko ie ye' éql i' ie , tã ie'pa àxtẽ , tã kèq ie'pa éxn ã ĩàxnẽ tö wèxs i dòqmĩnerak , e' kũẽki tã ie' ẽ' tséxãt ie'pa tã .","Habían empezado con Nueva York para visitar a algunos familiares de este primo , y se quedaron y no sabían cómo volver , así que él se quedó con ellos .",XNLI-AMNL2020-Dev-249-P,"Yö i tchewa̱mi̱ Nueva York i yàmi̱pa wè̱s alê e' pàko ie ye' ë́l i' ie , ta̱ ie'pa à̱te̱ , ta̱ kë̀ ie'pa é̱n a̱ i̱à̱ne̱ tö wè̱s i dö̀mi̱nerak , e' ku̱e̱ki ta̱ ie' e̱' tsé̱a̱t ie'pa ta̱ .",
9122,Ie' kèq dë yéqs i yàmĩ pàkök .,Él nunca visitó a su familia .,XNLI-AMNL2020-Dev-250-H,Ie' kë̀ dë yë́s i yàmi̱ pàkök .,
9123,Ĩẽ' tsèxãt Broonklynn i yàmĩ tã .,Se quedó en Brooklynn con su familia .,XNLI-AMNL2020-Dev-251-H,I̱e̱' tsè̱a̱t Broonklynn i yàmi̱ ta̱ .,
9124,Ie' ẽ' tsèxãt i yàmĩ tã Nueva York .,Él se quedó con ellos en Nueva York .,XNLI-AMNL2020-Dev-252-H,Ie' e̱' tsè̱a̱t i yàmi̱ ta̱ Nueva York .,
9125,"Aû , êtokicha èq i wamblèqnã bulâmẽ , tã ie' dör iche tö i dòqmĩnẽ oficina ã .","No , fue solo una vez por la mañana , y ella dijo que volvería a la oficina .",XNLI-AMNL2020-Dev-253-P,"Aû , êtokicha ë̀ i wamblë̀na̱ bulâme̱ , ta̱ ie' dör iche tö i dö̀mi̱ne̱ oficina a̱ .",
9126,Ie' kèq wã i yèqnẽ tö i dòqmĩnẽ ö aû .,Ella no mencionó si iba a regresar o no .,XNLI-AMNL2020-Dev-254-H,Ie' kë̀ wa̱ i yë̀ne̱ tö i dö̀mi̱ne̱ ö aû .,
9127,Iche irir tö i dòqmĩnẽ tsáxlĩ .,Dijo que volvería más tarde .,XNLI-AMNL2020-Dev-255-H,Iche irir tö i dö̀mi̱ne̱ tsá̱li̱ .,
9128,Ie' dör iche tö i dòqmĩnẽ oficina ã chkè wös .,Ella dijo que volvería a la oficina con el almuerzo .,XNLI-AMNL2020-Dev-256-H,Ie' dör iche tö i dö̀mi̱ne̱ oficina a̱ chkè wös .,
9129,"Aû kèq sa' wã i ujchẽn tö irir U2 , tã kèq yì wã ì ujchẽn U2 e' kĩ .",No sabíamos qué era un U2 y nadie sabía nada sobre un U2 .,XNLI-AMNL2020-Dev-257-P,"Aû kë̀ sa' wa̱ i ujche̱n tö irir U2 , ta̱ kë̀ yì wa̱ ì ujche̱n U2 e' ki̱ .",
9130,Aû kèq sa' wã i ujchẽn béq ie U2 e' dör .,No sabíamos qué diablos era u2 .,XNLI-AMNL2020-Dev-258-H,Aû kë̀ sa' wa̱ i ujche̱n bë́ ie U2 e' dör .,
9131,Aû kèq sa' wã i ujchẽn tö ì sãwẽ sa' dör káxshùxa e' kièmĩ sö .,No sabíamos cómo llamar lo que vimos en el aire .,XNLI-AMNL2020-Dev-259-H,Aû kë̀ sa' wa̱ i ujche̱n tö ì sa̱we̱ sa' dör ká̱shù̱a e' kièmi̱ sö .,
9132,Sa' wã i ujté ujchẽnã séxjka tö ì dör U2 !,Lo sabíamos todo acerca de U2 !,XNLI-AMNL2020-Dev-260-H,Sa' wa̱ i ujté ujche̱na̱ sé̱jka tö ì dör U2 !,
9133,"Ye' wîxke kùxnẽ dawás 1910 , ibak e'köl tàyëla wak tsîr .","Mi abuela nació en 1910 , fue era una niña pequeña .",XNLI-AMNL2020-Dev-261-P,"Ye' wî̱ke kù̱ne̱ dawás 1910 , ibak êköl tàyëla wak tsîr .",
9134,Ye' wîxke kùxnẽ dawás 10 siglo mãnèxnẽ e' ukòqki .,Mi abuela nació 10 años después del cambio de siglo .,XNLI-AMNL2020-Dev-262-H,Ye' wî̱ke kù̱ne̱ dawás 10 siglo ma̱nè̱ne̱ e' ukö̀ki .,
9135,Ye' wîxke kùxnẽ dawás 1899 .,Mi abuela nació en 1899 .,XNLI-AMNL2020-Dev-263-H,Ye' wî̱ke kù̱ne̱ dawás 1899 .,
9136,Ye' wîxke kùxnẽ 1 si' julio dawás 1910 .,Mi abuela nació el 1 de julio de 1910 .,XNLI-AMNL2020-Dev-264-H,Ye' wî̱ke kù̱ne̱ 1 si' julio dawás 1910 .,
9137,E' wa tã ĩàxtã Augusta íyi e' ukòqki ?,Así que se quedó en Augusta después de eso ?,XNLI-AMNL2020-Dev-265-P,E' wa ta̱ i̱à̱ta̱ Augusta íyi e' ukö̀ki ?,
9138,I bakdë Augusta ?,Permaneció en Augusta ?,XNLI-AMNL2020-Dev-266-H,I bakdë Augusta ?,
9139,Ĩàxtã Augusta íyi wamblèqnã e' ã ?,Se quedó en Augusta tras los disturbios ?,XNLI-AMNL2020-Dev-267-H,I̱à̱ta̱ Augusta íyi wamblë̀na̱ e' a̱ ?,
9140,I ujchèxnẽ ye' wã tö irir Augusta e' ãméxãt irir bétka .,Sé que abandonó Augusta inmediatamente .,XNLI-AMNL2020-Dev-268-H,I ujchè̱ne̱ ye' wa̱ tö irir Augusta e' a̱mé̱a̱t irir bétka .,
9141,"Wake' tã , ĩẽ'keka , iéjkë tã sa' dë eh , mmm , kèq ye' éxn ã ishtâwẽ àxnẽ .","De todos modos , se levantó , tuvimos casi eh , mmm , no recuerdo los números .",XNLI-AMNL2020-Dev-269-P,"Wake' ta̱ , i̱e̱'keka , iéjkë ta̱ sa' dë eh , mmm , kë̀ ye' é̱n a̱ ishtâwe̱ à̱ne̱ .",
9142,Aû kèq ye' éxn ã ĩàxnẽ tö wéxjkë sa' wã i bak .,No recuerdo cuántos teníamos .,XNLI-AMNL2020-Dev-270-H,Aû kë̀ ye' é̱n a̱ i̱à̱ne̱ tö wé̱jkë sa' wa̱ i bak .,
9143,Aû kèq ye' éxn ã ĩàxnẽ tö bíl sa' wã kãnèx nãmẽpa bak .,No recuerdo cuántos trabajadores teníamos .,XNLI-AMNL2020-Dev-271-H,Aû kë̀ ye' é̱n a̱ i̱à̱ne̱ tö bíl sa' wa̱ ka̱nè̱ na̱me̱pa bak .,
9144,Ye' éxn ã ishtâwõ ĩàxnã yêqsyêqs séxjka .,Sé los números exactos para todo,XNLI-AMNL2020-Dev-272-H,Ye' é̱n a̱ ishtâwo̱ i̱à̱na̱ yë̂syë̂s sé̱jka .,
9145,"Erë tã wake' , tã ye' démĩnẽ ù ã dìwö 6:30 , dìwö îxñẽ wa tã e' dör ye' dìwö .","De todos modos , terminé de llegar a casa a las 6:30 de hoy y ese fue mi día .",XNLI-AMNL2020-Dev-273-P,"Êrë ta̱ wake' , ta̱ ye' démi̱ne̱ ù a̱ dìwö 6 : 30 , dìwö î̱ñe̱ wa ta̱ e' dör ye' dìwö .",
9146,Ye' ẽ' che shkóqknẽ chkè dìwö éjkë ẽnã i batà wa tã káxwö klòqwèxke yö éq àxnãs .,Decidí volver a casa a la hora del almuerzo y tomarme el resto del día libre .,XNLI-AMNL2020-Dev-274-H,Ye' e̱' che shkö́kne̱ chkè dìwö éjkë e̱na̱ i batà wa ta̱ ká̱wö klö̀wè̱ke yö ë́ à̱na̱s .,
9147,Aû kèq ye' wã i ajkáyèqnẽ e' ukòqki míxk dìwö 6:30 îxñẽ wã .,No hice nada significativo después de las 6:30 de hoy .,XNLI-AMNL2020-Dev-275-H,Aû kë̀ ye' wa̱ i ajkáyë̀ne̱ e' ukö̀ki mí̱k dìwö 6 : 30 î̱ñe̱ wa̱ .,
9148,Ye' kĩ káxwö kibíie tka îxñẽ kãnèx wèxs uyèqjkuö i tóxrke e' tak kĩ e' shúxlök .,Pasé la mayor parte del día lidiando con un problema complicado de facturación al cliente .,XNLI-AMNL2020-Dev-276-H,Ye' ki̱ ká̱wö kibíie tcha î̱ñe̱ ka̱nè̱ wè̱s yë́jkuö i tó̱rke e' tak ki̱ e' shú̱lök .,
9149,"Tã ie' ẽ' tkéwã , tã , be' éxn ã ĩàxnã , i káxpakòqaria , tã i kíxka se' i' kiànã sãwèx , tã se' i' e' dómĩ shkè wã , shkè wa bétka .","Y entonces ella se sentó , y , sabes , seguían charlando , y seguían pudiendo ver a esta persona , y esta persona estaba andando muy , muy rápido .",XNLI-AMNL2020-Dev-277-P,"Ta̱ ie' e̱' tchéwa̱ , ta̱ , be' é̱n a̱ i̱à̱na̱ , i ká̱pakö̀aria , ta̱ i kí̱ka se' i' kiàna̱ sa̱wè̱ , ta̱ se' i' e' dómi̱ shkè wa̱ , shkè wa bétka .",
9150,Ie' tso' ĩa ujtóqk wéx i kãnèx e' wakpa tã tö wéqm wéx tkòqkeshka e' éql ujté wa .,Ella siguió hablando a sus compañeros de trabajo sobre el hombre que se escapaba .,XNLI-AMNL2020-Dev-278-H,Ie' tso' i̱a ujtö́k wé̱ i ka̱nè̱ e' wakpa ta̱ tö wë́m wé̱ tchö̀keshka e' ë́l ujté wa .,
9151,Ie' tso' ĩã ujtóqk .,Ella siguio hablando,XNLI-AMNL2020-Dev-279-H,Ie' tso' i̱a̱ ujtö́k .,
9152,Ie' àxtã élkê mẽ' ie tã i káx sãwéx i uyèqjkuö shto tkër e' shàx .,Ella permaneció en silencio y miró hacia su escritorio .,XNLI-AMNL2020-Dev-280-H,Ie' à̱ta̱ élkê me̱' ie ta̱ i ká̱ sa̱wé̱ i yë́jkuö shto tchër e' shà̱ .,
9153,"Tã , eh , be' múx ẽ' batséka tã be' ẽ' batsékãmĩ , bö i yawèmĩ wèxs ' guis ' tã be' wóqkir batsèemĩ e' dör .","Y , eh , si se elevase y siguiera elevándose , haría « güis » y como se te arrancara la cabeza .",XNLI-AMNL2020-Dev-281-P,"Ta̱ , eh , be' mú̱ e̱' batséka ta̱ be' e̱' batséka̱mi̱ , bö i yawèmi̱ wè̱s “guis” ta̱ be' wö́kir batsèemi̱ e' dör .",
9154,"Tóq tã ba' ujté tso' , e' dör sulìtãnẽ ã sulû tö se' tso' tsîxnẽt e' òxmĩk .","Si hay una oleada de electricidad , es muy peligroso para cualquiera que esté cerca .",XNLI-AMNL2020-Dev-282-H,"Tö́ ta̱ ba' ujté tso' , e' dör sulìta̱ne̱ a̱ sulû tö se' tso' tsî̱ne̱t e' o̱'mi̱k .",
9155,"Tóq tã i ba' kĩ tkáka , e' tã i bulátkamĩ e' dör i kíxmèxke .","Si hay una sobrecarga , hay un ruido que la acompaña .",XNLI-AMNL2020-Dev-283-H,"Tö́ ta̱ i ba' ki̱ tcháka , e' ta̱ i bulátkami̱ e' dör i kí̱mè̱ke .",
9156,Êtökicha èq i wamblërmĩ .,Solo surgirá una vez .,XNLI-AMNL2020-Dev-284-H,Êtökicha ë̀ i wamblërmi̱ .,
9157,Aû kèq ye' wã bua' ie i biyòq ujchẽn .,No tengo suficiente información .,XNLI-AMNL2020-Dev-285-P,Aû kë̀ ye' wa̱ bua' ie i biyö̀ ujche̱n .,
9158,Ye' wã séxjka i biyòq kiànã ye' kĩ e' ujté klòqnã .,Tengo toda la información que pudiera necesitar .,XNLI-AMNL2020-Dev-286-H,Ye' wa̱ sé̱jka i biyö̀ kiàna̱ ye' ki̱ e' ujté klö̀na̱ .,
9159,Ye' kĩ i biyòq ujté kĩ kiànã bua' ichóqk ẽ' chó ie tö tabèchka wéxse tãwèxmĩ yö .,Necesito más información para decidir qué tipo de coche quiero comprar .,XNLI-AMNL2020-Dev-287-H,Ye' ki̱ i biyö̀ ujté ki̱ kiàna̱ bua' ichö́k e̱' chó ie tö tabèchka wé̱se ta̱wè̱mi̱ yö .,
9160,Ye' kĩ biyòq i' kiànã wòqiewã bua' ie .,Necesito reunir más información sobre esto .,XNLI-AMNL2020-Dev-288-H,Ye' ki̱ biyö̀ i' kiàna̱ wö̀iewa̱ bua' ie .,
9161,"Yö be' ichàkêkenẽ dìwö ét ulát sö ichö tö e' wóqulat , iche irir .","Te volveré a llamar dentro de una hora más o menos , dice .",XNLI-AMNL2020-Dev-289-P,"Yö be' ichàkêkene̱ dìwö ét ulát sö ichö tö e' wö́ulat , iche irir .",
9162,Iche irir tö ye' ichàkêke irir míxk i démĩ ù ã e' tã .,Dijo que llamaría cuando llegase a casa .,XNLI-AMNL2020-Dev-290-H,Iche irir tö ye' ichàkêke irir mí̱k i démi̱ ù a̱ e' ta̱ .,
9163,Iche irir tö ye' ichàkêkenẽ irir .,Dijo que devolvería la llamada .,XNLI-AMNL2020-Dev-291-H,Iche irir tö ye' ichàkêkene̱ irir .,
9164,Iche irir tö i ujtòq olônã .,Dijo que habían terminado de hablar .,XNLI-AMNL2020-Dev-292-H,Iche irir tö i ujtö̀ olôna̱ .,
9165,"Éwa tã , ẽ' ye' ichàki' irir tö ì kũéxkĩ ye' dë'rö .","Por supuesto , allí me preguntaron por qué había ido .",XNLI-AMNL2020-Dev-293-P,"Éwa ta̱ , e̱' ye' ichàki' irir tö ì ku̱e̱k ye' dë'rö .",
9166,Ye' ichàki' irir tö ì kũéxkĩ ye' dë'rö ẽ' .,Me preguntaron que por qué había ido allí .,XNLI-AMNL2020-Dev-294-H,Ye' ichàki' irir tö ì ku̱e̱k ye' dë'rö e̱' .,
9167,Ye' ichàki' irir tö ì kũéxkĩ ye' dá datsi' wé ã .,Me preguntaron por qué fui a la tienda .,XNLI-AMNL2020-Dev-295-H,Ye' ichàki' irir tö ì ku̱e̱k ye' dá datsi' wé a̱ .,
9168,Ye' ichàki' irir tö ióqk ye' àxtã ù ã .,Me preguntaron por qué me había quedado en casa .,XNLI-AMNL2020-Dev-296-H,Ye' ichàki' irir tö iö́k ye' à̱ta̱ ù a̱ .,
9169,Ye' káxwöta ẽ' yawóqkmĩ ye' wóqulârke e' wa .,Tengo que empezar a entrenarme en la carrera .,XNLI-AMNL2020-Dev-297-P,Ye' ká̱wöta e̱' yawö́kmi̱ ye' wö́ulârke e' wa .,
9170,Aû kèq ye' kiànẽ ì wa ẽ' yawóqk .,No necesitaba ninguna preparación .,XNLI-AMNL2020-Dev-298-H,Aû kë̀ ye' kiàne̱ ì wa e̱' yawö́k .,
9171,Ye' káxwöta ẽ' wóqulâũk se' wòqtkërke icha wa e' ẽ'ũkwa .,Tuve que aprender a completar la carrera de obstáculos .,XNLI-AMNL2020-Dev-299-H,Ye' ká̱wöta e̱' wö́ulâu̱k se' wö̀tchërke icha wa e' e̱'u̱kwa .,
9172,Ye' káxwöta ẽ' yawóqkmĩ .,Tenía que empezar a prepararme .,XNLI-AMNL2020-Dev-300-H,Ye' ká̱wöta e̱' yawö́kmi̱ .,
9173,"Éqwë , wake' , ye' dénẽ , ye' uyèqjkuö shtèke e' kĩ .","Bueno , de todos modos , volví a mi , mi escritorio .",XNLI-AMNL2020-Dev-301-P,"Ë́wë , wake' , ye' déne̱ , ye' yë́jkuö shtèke e' ki̱ .",
9174,Kèq ye' kĩ ẽ' tkèwa íxski skà kiànẽ .,Me negué a sentarme de nuevo .,XNLI-AMNL2020-Dev-302-H,Kë̀ ye' ki̱ e̱' tchèwa í̱ski skà kiàne̱ .,
9175,Ye' kula' kĩ ye' dénẽ .,Regresé a mi asiento .,XNLI-AMNL2020-Dev-303-H,Ye' kula' ki̱ ye' déne̱ .,
9176,Ye' dénẽ tã ye' ẽ' tkéwa e's ye' wóqkir dör ye' ã iche tö e's i yawóq .,Regresé y me senté porque mi jefe me dijo que lo hiciera .,XNLI-AMNL2020-Dev-304-H,Ye' déne̱ ta̱ ye' e̱' tchéwa ês ye' wö́kir dör ye' a̱ iche tö ês i yawö́ .,
9177,"Buyú , e's baléqrule ye' bak .","Vaya , así de confidencial era .",XNLI-AMNL2020-Dev-305-P,"Buyú , ês balë́rule ye' bak .",
9178,"Ísie alê wóqulânã i biyòq e' wa , e' tã e' wòqtërkewã .","Si alguien aprendiera la información , sería encarcelado .",XNLI-AMNL2020-Dev-306-H,"Ísie alê wö́ulâna̱ i biyö̀ e' wa , e' ta̱ e' wö̀tërkewa̱ .",
9179,Biyòq bak sulìtãnẽ kuka .,Era información pública .,XNLI-AMNL2020-Dev-307-H,Biyö̀ bak sulìta̱ne̱ kuka .,
9180,I bak bua' ie wâyërule .,Fue muy clasificado .,XNLI-AMNL2020-Dev-308-H,I bak bua' ie wâyërule .,
9181,Aû kèq ie'pa sèxnãk wòqtërule .,No quisieron permanecer cautivos .,XNLI-AMNL2020-Dev-309-P,Aû kë̀ ie'pa sè̱na̱k wö̀tërule .,
9182,Ie'pa klòqrlùnẽ wéxjkë alê erë tã ie'pa chakyal .,Ellos habían sido capturados en algún momento pero querían escapar .,XNLI-AMNL2020-Dev-310-H,Ie'pa klö̀rlùne̱ wé̱jkë alê êrë ta̱ ie'pa chakyal .,
